Doc_ID,openForComment
EPA-HQ-OAR-1983-0057-0629,False
EPA-R07-OAR-2023-0582-0003,False
EPA-R07-OAR-2023-0582-0006,False
EPA-R07-OAR-2023-0582-0009,False
EPA-R07-OAR-2023-0582-0015,False
EPA-R07-OAR-2023-0582-0023,False
EPA-R09-OAR-2023-0620-0004,False
EPA-R09-OAR-2023-0620-0003,False
EPA-R07-OAR-2023-0582-0004,False
EPA-HQ-OAR-1994-0113-0142,False
EPA-R09-OAR-2023-0620-0002,False
ITA_FRDOC_0001-9485,False
FERC-2024-0017-0001,False
USPS-2024-0007-0001,False
USPS-2024-0008-0001,False
USPS-2024-0012-0001,False
FERC-2024-0019-0001,False
USPS-2024-0013-0001,False
FCC-2024-0002-0001,False
FERC-2024-0016-0001,False
EPA_FRDOC_0001-30348,False
SEC-2024-0006-0001,False
FSIS-2014-0032-0087,False
NOAA-NMFS-2023-0025-0095,False
SEC-2024-0007-0001,False
FDA-2023-E-3082-0003,False
EPA-HQ-ORD-2020-0701-0035,False
EPA-HQ-OW-2023-0073-0750,False
EPA-HQ-OW-2023-0073-0753,False
EPA-HQ-OW-2023-0222-0262,False
FAA-2013-0034-0066,False
FDA-2023-S-0024-0845,False
FDA-2023-S-0024-0839,False
FDA-2023-S-0024-0855,False
FDA-2023-S-0024-0865,False
FDA-2023-S-0024-0850,False
FDA-2023-S-0024-0834,False
FDA-2023-S-0024-0862,False
FDA-2023-S-0024-0849,False
FDA-2023-S-0024-0836,False
FDA-2023-S-0024-0856,False
FDA-2023-S-0024-0835,False
FDA-2023-S-0024-0870,False
FDA-2023-S-0024-0871,False
FDA-2024-V-0108-0001,False
EPA-HQ-OW-2023-0073-0746,False
BIS-2022-0025-0053,False
FDA-2023-S-0024-0873,False
FDA-2024-V-0108-0002,False
FDA-2023-S-0024-0864,False
EPA-HQ-OPP-2023-0567-0019,False
USBC-2023-0009-0002,False
FDA-2024-H-0043-0001,False
FMCSA-2023-0250-0003,False
FMCSA-2023-0233-0003,False
FMCSA-2023-0242-0004,False
FDA-2024-H-0040-0001,False
FDA-2024-H-0033-0001,False
FDA-2024-H-0037-0001,False
DOT-OST-2001-10685-0196,False
DOT-OST-2001-10685-0195,False
FMCSA-2023-0200-0002,False
FDA-2024-P-0105-0004,False
GSA-GSA-2023-0002-0052,False
FDA-2024-H-0038-0001,False
FRA-2023-0056-0006,False
OSHA-2008-0012-0115,False
FAA-2023-1827-0013,False
NRC-2024-0001-0001,False
FDA-2024-V-0107-0002,False
FDA-2024-V-0107-0001,False
USCG-2023-0073-0019,False
FAA-2016-8561-0010,False
FDA-2024-H-0039-0001,False
FDA-2023-D-5259-0004,False
FDA-2024-H-0026-0001,False
DOT-OST-2005-20454-0169,False
DOT-OST-2010-0270-0016,False
DOT-OST-2005-20771-0024,False
DEA-2023-0148-0026,False
FDA-2023-N-5653-0002,False
FAA-2024-0061-0001,False
FDA-2023-H-5669-0001,False
ITA_FRDOC_0001-9461,False
ITA_FRDOC_0001-9466,False
TTB-2023-0012-0001,False
GAO-2024-0001-0001,False
NIST-2023-0009-0001,False
NRC-2023-0094-0002,False
DOE-HQ-2023-0063-0027,False
FAA-2024-0054-0001,False
FAA-2024-0055-0001,False
FAA-2019-0829-0006,False
FAA-2024-0008-0001,False
FTC-2023-0077-0001,False
NHTSA-2022-0079-0015,False
FDA-2024-P-0105-0001,False
NOAA-NMFS-2023-0110-0001,False
FTC-2023-0064-2803,False
DOI-2022-0016-0023,False
CDC-2023-0100-0001,False
GSA-GSA-2023-0002-0053,False
DFC-2024-0001-0001,False
OSHA_FRDOC_0001-1537,False
CFTC-2024-0002-0001,False
FERC-2024-0018-0001,False
FEC-2024-0004-0001,False
FCC-2024-0003-0001,False
CRC-2024-0001-0001,False
FMCSA-2023-0144-0002,False
FDA-2024-P-0105-0002,False
FDA-2024-H-0035-0001,False
FMCSA-2023-0192-0002,False
FMCSA-2023-0238-0003,False
FAA-2024-0060-0001,False
DOT-OST-2008-0112-0095,False
FMCSA-2023-0174-0003,False
FDA-2023-E-3083-0003,False
FDA-2023-E-3057-0003,False
FRA-2023-0002-0058,False
FSIS-2014-0032-0089,False
ITA_FRDOC_0001-9484,False
EPA-HQ-OW-2023-0073-0743,False
USPS-2024-0010-0001,False
USPS-2024-0014-0001,False
USCBP-2008-0081-0011,False
FEMA-2024-0002-0002,False
HUD-2022-0052-0005,False
FAA-2023-2559-0002,False
DOT-OST-2023-0188-0002,False
FDA-2024-H-0030-0001,False
FDA-2023-S-0024-0869,False
FDA-2023-S-0024-0868,False
FDA-2023-S-0024-0867,False
FDA-2023-S-0024-0838,False
FDA-2023-S-0024-0866,False
FDA-2023-S-0024-0840,False
FAA-2022-0321-0003,False
FMCSA-2023-0221-0003,False
FAA-2013-0034-0065,False
FDA-2023-P-5343-0019,False
FMCSA-2023-0279-0003,False
FDA-2023-H-5584-0001,False
FDA-2024-H-0028-0001,False
FDA-2023-H-5495-0001,False
FMCSA-2023-0229-0002,False
FDA-2023-S-0024-0848,False
FDA-2023-S-0024-0857,False
FDA-2023-S-0024-0854,False
FDA-2023-S-0024-0863,False
FDA-2023-S-0024-0860,False
FDA-2023-S-0024-0852,False
FDA-2023-S-0024-0847,False
EPA-HQ-OW-2023-0073-0744,False
FAA-2024-0062-0002,False
FDA-2023-V-5558-0003,False
FAA-2023-1502-0003,False
FAA-2023-1896-0003,False
NOAA-NMFS-2023-0067-0007,False
FAA-2023-1715-0005,False
CFTC-2024-0001-0001,False
ITA_FRDOC_0001-9469,False
ITA_FRDOC_0001-9471,False
FERC-2024-0003-0001,False
ITA_FRDOC_0001-9473,False
FERC-2024-0005-0001,False
FERC-2024-0008-0001,False
FERC-2024-0009-0001,False
ITA_FRDOC_0001-9476,False
ITA_FRDOC_0001-9478,False
USPS-2024-0001-0001,False
FMCSA-2023-0025-0003,False
FAA-2023-1994-0004,False
FAA-2023-1892-0004,False
FAA-2023-2005-0002,False
FAA-2023-1711-0004,False
EPA-HQ-OAR-1983-0057-0627,False
EPA-HQ-OPP-2015-0462-0053,False
FDA-2023-H-5704-0001,False
EPA-R07-OAR-2023-0582-0021,False
EERE-2009-BT-BC-0021-2585,False
DOT-OST-2020-0052-0169,False
FAA-2023-2385-0002,False
FAA-2023-2427-0002,False
EERE-2009-BT-BC-0021-2589,False
EERE-2009-BT-BC-0021-2573,False
EERE-2009-BT-BC-0021-2577,False
EERE-2009-BT-BC-0021-2578,False
FTC-2023-0048-0002,False
EERE-2009-BT-BC-0021-2584,False
EERE-2009-BT-BC-0021-2601,False
EERE-2009-BT-BC-0021-2609,False
EERE-2009-BT-BC-0021-2613,False
FAA-2023-2521-0002,False
EERE-2009-BT-BC-0021-2614,False
EERE-2009-BT-BC-0021-2592,False
NRC-2023-0046-0004,False
NRC-2023-0193-0001,False
EERE-2009-BT-BC-0021-2604,False
EERE-2009-BT-BC-0021-2602,False
EERE-2009-BT-BC-0021-2600,False
SEC-2024-0005-0001,False
STB-2024-0003-0001,False
ITC-2024-0005-0001,False
FERC-2024-0013-0001,False
FRS-2024-0001-0001,False
FERC-2024-0011-0001,False
ITA_FRDOC_0001-9481,False
FERC-2024-0015-0001,False
FAA-2023-1771-0002,False
FDA-2023-H-5705-0001,False
USCG-2023-0587-0004,False
EPA-HQ-OAR-2004-0074-0264,False
EPA-HQ-OAR-2004-0042-0099,False
EPA-HQ-OAR-2004-0042-0105,False
EPA-HQ-OAR-2004-0233-0132,False
EPA-HQ-OAR-2003-0072-0400,False
EPA-HQ-OAR-2003-0072-0419,False
EPA-HQ-OAR-2003-0072-0444,False
EPA-HQ-OAR-2003-0072-0460,False
EPA-HQ-OAR-2003-0072-0463,False
EPA-HQ-OAR-2003-0072-0468,False
EPA-HQ-OAR-2003-0017-0421,False
EPA-HQ-OAR-2003-0017-0441,False
EPA-HQ-OAR-2004-0074-0255,False
EPA-HQ-OAR-2004-0074-0259,False
EPA-HQ-OAR-2004-0074-0260,False
EPA-HQ-OAR-2004-0074-0261,False
EPA-HQ-OAR-2004-0042-0094,False
EPA-HQ-OAR-2004-0233-0123,False
EPA-HQ-OAR-2004-0233-0127,False
EPA-HQ-OAR-2003-0072-0402,False
EPA-HQ-OAR-2003-0072-0422,False
EPA-HQ-OAR-2003-0072-0430,False
FDA-2023-H-5671-0001,False
ITC-2024-0002-0001,False
ITC-2024-0001-0001,False
ITA_FRDOC_0001-9463,False
FEC-2024-0001-0001,False
ITA_FRDOC_0001-9464,False
EPA-HQ-OAR-2004-0042-0095,False
EPA-HQ-OAR-2004-0042-0103,False
EPA-HQ-OAR-2003-0072-0406,False
EPA-HQ-OAR-2003-0072-0410,False
EPA-HQ-OAR-2003-0072-0418,False
EPA-HQ-OAR-2003-0072-0426,False
EPA-HQ-OAR-2003-0072-0441,False
EPA-HQ-OAR-2003-0072-0445,False
EPA-HQ-OAR-2003-0072-0450,False
EPA-HQ-OAR-2003-0072-0457,False
EPA-HQ-OAR-2003-0072-0462,False
EPA-HQ-OAR-2003-0017-0427,False
EPA-HQ-OAR-2003-0017-0431,False
EPA-HQ-OAR-2003-0017-0442,False
EPA-HQ-OAR-2004-0233-0129,False
EPA-HQ-OAR-2003-0072-0404,False
EPA-HQ-OAR-2003-0072-0423,False
EPA-HQ-OAR-2003-0072-0435,False
EPA-HQ-OAR-2003-0072-0443,False
EPA-HQ-OAR-2003-0072-0459,False
EPA-HQ-OAR-2003-0072-0467,False
EPA-HQ-OAR-2003-0017-0432,False
EPA-HQ-OAR-2003-0072-0453,False
EPA-HQ-OAR-2003-0072-0465,False
EPA-HQ-OAR-2003-0072-0470,False
EPA-HQ-OAR-2003-0017-0443,False
FDA-2023-N-0937-0066,False
FDA-2023-N-0937-0064,False
FDA-2023-N-0937-0065,False
EPA-R09-OAR-2023-0620-0001,False
NOAA-NMFS-2022-0112-0016,False
FCC-2024-0001-0001,False
FDA-2023-H-5689-0001,False
FDA-2023-H-5698-0001,False
DOS_FRDOC_0001-6403,False
FAA-2023-2416-0002,False
FAA-2023-2414-0002,False
FAA-2023-2391-0002,False
FAA-2024-0001-0001,False
FDA-2023-H-5695-0001,False
EPA-HQ-OAR-1993-0140-0515,False
EPA-HQ-OAR-1983-0057-0622,False
EPA-R07-OAR-2023-0582-0008,False
EPA-R07-OAR-2023-0582-0011,False
EPA-R07-OAR-2023-0582-0014,False
EPA-R07-OAR-2023-0582-0028,False
USCG-2023-0603-0002,False
FAA-2023-1779-0002,False
FAA-2024-0018-0001,False
FDA-2023-H-4702-0001,False
FDA-2023-H-5699-0001,False
FDA-2023-H-5701-0001,False
FDA-2023-H-5700-0001,False
FAA-2024-0017-0001,False
FRA-2009-0038-0125,False
EPA-R09-OAR-2023-0620-0005,False
EPA-HQ-OAR-1997-0058-0013,False
EPA-R07-OAR-2023-0582-0017,False
FWS-R8-ES-2023-0191-0002,False
FAA-2023-1822-0004,False
FAA-2023-1823-0004,False
FAA-2023-1706-0004,False
FRA-2023-0060-0002,False
FDA-2023-H-5709-0001,False
FDA-2023-H-5723-0001,False
FDA-2023-H-5724-0001,False
FMC-2023-0005-0019,False
FAA-2017-1211-0021,False
FAA-2002-12484-0040,False
FDA-2023-H-5712-0001,False
FDA-2023-H-5717-0001,False
FAA-2005-20109-0054,False
FWS-R7-ES-2023-0209-0006,False
FAA-2024-0049-0001,False
EPA-HQ-OPP-2015-0729-0027,False
FMCSA-2023-0209-0003,False
FDA-2023-P-2874-0003,False
FMCSA-2023-0264-0002,False
NOAA-NMFS-2023-0110-0006,False
FDA-2023-H-5730-0001,False
FDA-2023-H-5729-0001,False
DOT-OST-2023-0142-0004,False
FDA-2019-N-5959-50874,False
FDA-2000-P-1381-0003,False
FDA-2000-P-1381-0001,False
FDA-2023-H-5743-0001,False
DOT-OST-2016-0010-0092,False
FDA-2023-P-5094-0008,False
FDA-2000-P-1381-0004,False
FAA-2024-0058-0001,False
FAA-2024-0057-0001,False
FAA-2023-0878-0013,False
FAA-2023-0878-0012,False
FAA-2023-1711-0005,False
FAA-2023-2446-0002,False
FAA-2023-2445-0002,False
FAA-2023-1144-0012,False
FAA-2024-0057-0003,False
FAA-2022-1679-0006,False
FAA-2022-0542-0020,False
FTC-2023-0077-0020,False
DOT-OST-2023-0191-0003,False
FAA-2023-2454-0002,False
FAA-2020-0862-0365,False
DOT-OST-2006-23932-0122,False
FAA-2017-0803-0011,False
PBGC-2023-0008-0001,False
FAA-2024-0050-0001,False
COLC-2024-0001-0001,False
DOT-OST-2023-0141-0004,False
NCUA-2024-0001-0001,False
DOE-HQ-2024-0009-0001,False
IRS-2024-0001-0001,False
BOEM_FRDOC_0001-0685,False
FAA-2023-2554-0001,False
RBS-23-BUSINESS-0024-0001,False
DOT-OST-1997-2785-0276,False
FDA-2009-N-0582-0136,False
FDA-2009-N-0582-0132,False
FDA-2009-N-0582-0131,False
FDA-2009-N-0582-0135,False
FDA-2009-N-0582-0134,False
NOAA-NMFS-2023-0061-0008,False
EIA_FRDOC_0001-0263,False
SSA-2023-0041-0001,False
CPPBSD-2024-0002-0001,False
FAR-2024-0053-0001,False
FDA-2023-V-5540-0003,False
IRS_FRDOC_0001-2170,False
FMCSA-2023-0191-0002,False
RUS-23-ELECTRIC-0020-0001,False
SEC-2024-0001-0001,False
FAA-2023-2392-0002,False
FAA-2023-2390-0002,False
FAA-2023-2388-0002,False
FAA-2023-2417-0002,False
ITC-2024-0004-0001,False
ITC-2024-0003-0001,False
FAA-2024-0014-0001,False
EPA-R07-OAR-2023-0582-0001,False
TTB-2023-0010-0001,False
FWS-HQ-WSFR-2023-0231-0001,False
APHIS-2015-0093-1062,False
EERE-2009-BT-BC-0021-2574,False
FAA-2023-1114-0002,False
EERE-2009-BT-BC-0021-2572,False
FAA-2023-1882-0004,False
FAA-2023-2387-0002,False
FAA-2023-2384-0002,False
FAA-2023-2420-0002,False
FAA-2023-1648-0005,False
FAA-2023-1887-0003,False
DOT-OST-2017-0044-0980,False
EERE-2009-BT-BC-0021-2583,False
EERE-2009-BT-BC-0021-2582,False
FDA-2019-N-5959-50878,False
FDA-2019-N-5959-50879,False
FDA-2019-N-5959-50880,False
FAA-2023-2243-0001,False
NCUA-2024-0001-0002,False
NCUA-2024-0003-0001,False
NCUA-2024-0002-0001,False
NCUA-2024-0002-0002,False
DOT-OST-2016-0021-1460,False
FAA-2022-1135-0001,False
DOT-OST-2015-0271-0006,False
NCUA-2024-0003-0002,False
DOT-OST-2003-14626-0098,False
EPA-HQ-OPP-2011-0374-0109,False
EERE-2009-BT-BC-0021-2616,False
EERE-2009-BT-BC-0021-2607,False
FAA-2024-0048-0001,False
FAA-2023-2428-0002,False
FDA-2023-H-5711-0001,False
FDA-2023-H-5710-0001,False
DOT-OST-2023-0191-0002,False
FAA-2023-1823-0005,False
FDA-2023-H-5718-0001,False
EPA-HQ-OPP-2013-0305-0064,False
EPA-R09-OAR-2023-0449-0003,False
EPA-HQ-OPP-2015-0474-0058,False
EPA-R09-OAR-2023-0449-0006,False
FDA-2019-N-5959-50877,False
FDA-2019-N-5959-50876,False
EPA-R09-OAR-2023-0449-0005,False
FAA-2023-1425-0005,False
FAA-2023-1425-0006,False
FAA-2023-2485-0001,False
DOT-OST-2004-19934-0121,False
FAA-2013-0034-0064,False
FAA-2022-1679-0007,False
DOT-OST-1998-20-1067,False
FAA-2000-8434-0061,False
USPS-2024-0003-0001,False
CRB-2024-0002-0001,False
STB-2024-0004-0001,False
USPS-2024-0009-0001,False
DOS_FRDOC_0001-6404,False
ITA_FRDOC_0001-9483,False
ITC-2024-0006-0001,False
USPS-2024-0006-0001,False
USPS-2024-0004-0001,False
USPS-2024-0005-0001,False
CRB-2024-0001-0001,False
DOS_FRDOC_0001-6405,False
USPS-2024-0011-0001,False
NOAA-NMFS-2023-0025-0096,False
FDA-2009-N-0582-0137,False
FMCSA-2023-0128-0002,False
FMCSA-2023-0199-0005,False
FMCSA-2023-0286-0003,False
FDA-2009-N-0582-0133,False
FDA-2023-H-5713-0001,False
NOAA-NMFS-2023-0110-0002,False
NOAA-NMFS-2023-0110-0004,False
NOAA-NMFS-2023-0110-0005,False
NOAA-NMFS-2023-0110-0007,False
FMC-2022-0067-0020,False
FMCSA-2023-0205-0004,False
FDA-2023-H-5740-0001,False
FDA-2023-H-5741-0001,False
FMCSA-2024-0034-0001,False
FDA-2023-V-5569-0003,False
FAA-2024-0057-0002,False
FDA-2000-P-1381-0006,False
FAA-2013-0034-0063,False
FAA-2024-0059-0001,False
FTA-2023-0018-0068,False
FMCSA-2023-0075-0002,False
SEC-2024-0002-0001,False
CEQ-2023-0003-82032,False
ITA_FRDOC_0001-9470,False
CEQ-2023-0003-82037,False
FEC-2024-0003-0001,False
FERC-2024-0007-0001,False
ITA_FRDOC_0001-9475,False
ITA_FRDOC_0001-9477,False
EPA-R07-OAR-2023-0582-0007,False
EPA-R07-OAR-2023-0582-0010,False
FERC-2024-0002-0001,False
ITA_FRDOC_0001-9468,False
FMCSA-2013-0443-0017,False
FMCSA-2016-0003-0021,False
FMCSA-2020-0024-0008,False
FMCSA-2014-0380-0011,False
FMCSA-2013-0123-0032,False
FMCSA-2017-0058-0031,False
FMCSA-2021-0015-0009,False
EPA-R05-OAR-2023-0570-0028,False
EPA-R09-OAR-2023-0620-0006,False
FWS-R8-ES-2023-0191-0003,False
EERE-2009-BT-BC-0021-2591,False
EERE-2009-BT-BC-0021-2594,False
EERE-2009-BT-BC-0021-2595,False
EERE-2009-BT-BC-0021-2593,False
EERE-2009-BT-BC-0021-2590,False
EERE-2009-BT-BC-0021-2586,False
EERE-2009-BT-BC-0021-2587,False
FDA-2023-H-5715-0001,False
NOAA-NMFS-2022-0112-0017,False
EERE-2009-BT-BC-0021-2608,False
EERE-2009-BT-BC-0021-2610,False
FTC-2022-0046-11235,False
FCA-2024-0001-0001,False
FERC-2024-0010-0001,False
FERC-2024-0012-0001,False
SEC-2024-0004-0001,False
ITA_FRDOC_0001-9480,False
NOAA-NMFS-2022-0073-0022,False
BSEE-2023-0015-0001,False
FAA-2023-1770-0002,False
FAA-2023-1994-0005,False
FAA-2023-1773-0002,False
FAA-2023-2399-0002,False
STB-2024-0002-0001,False
WCPO_FRDOC_0001-0371,False
USDA_FRDOC_0001-2955,False
USCG-2023-0992-0001,False
FTA-2024-0001-0001,False
FEMA-2024-0002-0001,False
FEMA-2024-0002-0003,False
FDA-2024-P-0105-0003,False
FSIS-2014-0032-0090,False
FDA-2023-H-5720-0001,False
FDA-2023-H-5719-0001,False
FMCSA-2023-0246-0004,False
EPA-HQ-OAR-2003-0072-0412,False
EPA-HQ-OAR-2003-0072-0427,False
EPA-HQ-OAR-2003-0072-0440,False
EPA-HQ-OAR-2003-0017-0424,False
EPA-HQ-OAR-2003-0017-0437,False
MSHA-2023-0001-1460,False
ITA_FRDOC_0001-9465,False
NOAA-NMFS-2023-0126-0004,False
EPA-R05-OAR-2023-0570-0027,False
EPA-HQ-OAR-1983-0057-0625,False
EPA-R07-OAR-2023-0582-0005,False
EPA-R07-OAR-2023-0582-0032,False
EPA-R07-OAR-2023-0582-0019,False
EPA-R07-OAR-2023-0582-0022,False
EPA-R07-OAR-2023-0582-0025,False
EPA-R05-OAR-2023-0570-0029,False
EPA-HQ-OAR-1993-0140-0516,False
EPA-HQ-OAR-1983-0057-0626,False
EPA-R07-OAR-2023-0582-0012,False
EPA-R07-OAR-2023-0582-0020,False
EPA-R07-OAR-2023-0582-0026,False
NRC-2022-0127-0002,False
NRC-2023-0218-0001,False
FDA-2023-H-5702-0001,False
FDA-2023-H-5703-0001,False
FDA-2023-H-5693-0001,False
FDA-2023-H-5688-0001,False
APHIS-2015-0093-1061,False
FAA-2024-0011-0001,False
FAA-2024-0013-0001,False
FAA-2024-0012-0001,False
FAA-2024-0015-0001,False
FAA-2024-0016-0001,False
FAA-2024-0007-0001,False
FAA-2024-0006-0001,False
EPA-HQ-OAR-1983-0057-0623,False
EPA-R07-OAR-2023-0582-0016,False
EPA-R07-OAR-2023-0582-0018,False
